qz	intensity_normalized	e_intensity_normalized	intensity_fit
0.0179958695030731	0.9869353128453592	0.1006188372631236	0.9999999999999998
0.0185692208474534	1.0028700833610529	0.1022372323857661	0.9999999999999999
0.0191270988367517	1.0079167976408006	0.1027371590888352	1.0
0.0196886631489404	1.0022778061527875	0.1021693059282663	1.0
0.0202529430225065	1.0010482106137315	0.1020408022168985	1.0000000000000002
0.0208148812527729	1.0014966020748857	0.1020826113030335	0.9999999999999999
0.021383088696501	0.9981883375897542	0.1017439630238212	0.9999999999999998
0.0219430667771533	0.928491433698451	0.0947070096526713	1.0000000000000004
0.0225081363988903	0.4967312956137266	0.051035135884178	0.5227469189525328
0.0230665677385684	0.32440271625273	0.0335408588002777	0.3314265619383623
0.023633928147602	0.2377829140311654	0.0247189469666708	0.24102058252790876
0.0241943243661002	0.1892331320018865	0.019764287619798	0.18688288945453246
0.0247590655722279	0.1508631906155527	0.0158377471129374	0.1498955281116004
0.02532759459409	0.1228333357154619	0.0129625580821338	0.12306607531339359
0.0258979452804857	0.1022758663977583	0.0108492519503202	0.102857876738665
0.026032647127593	0.0957173625577335	0.0097526632973887	0.0988107866734721
0.0264647452299137	0.0880982434963214	0.0093857189425416	0.08730113879570521
0.0270241076962768	0.0759777039585129	0.0081306046474634	0.07509924694028776
0.0275090360133779	0.0674379616391439	0.0068924402823953	0.06641280988142802
0.0290359842421923	0.0469601058701561	0.0048201833036716	0.04677086174959003
0.0305353389823563	0.0344869197767731	0.003555484635897	0.034534988850200024
0.0320412762748695	0.0262071725597911	0.0027137450113653	0.02625056634435713
0.0335431423499233	0.020508480301366	0.0021330561362227	0.020446544865481205
0.0350398535562753	0.016318519048706	0.0017054923800176	0.01624603375498595
0.0365528333390038	0.0130512477219778	0.0013709067274312	0.013084865300082679
0.0380336306746121	0.0107858760598449	0.0011381648992701	0.010729021381616398
0.0390447656731004	0.0096292439250182	0.000979572358781	0.009431147139161093
0.0395371061669482	0.0089348231194438	0.0009479909721678	0.008872948797185748
0.041037066032856	0.0073843937387921	0.0007882004163824	0.007416357055874672
0.0420405569248038	0.0068222652101459	0.0006959305652953	0.006611429813917411
0.0450347327091426	0.0049065968029717	0.0005022868919915	0.0047925942382211475
0.0480400499495929	0.0036679729712436	0.0003768751377695	0.0035651025316725485
0.0510486531144968	0.0027837831038143	0.0002871826410508	0.002711417898536199
0.0540646497907846	0.002157939661908	0.0002235739971022	0.0021004252926923594
0.0570664001714133	0.0017130610214096	0.0001782185523145	0.0016557714190150053
0.0600916202946058	0.0013477564088209	0.0001409329381757	0.001321519125058988
0.0630867764230384	0.0010968182026907	0.0001152326310479	0.0010702688852389367
0.0660867444202424	0.0009067218877738	9.572942325562428e-05	0.0008760190173853645
0.0670926527125177	0.0008435193364449	8.582469086272676e-05	0.0008209594533420103
0.0690916666003142	0.0007389359129666	7.843696738989805e-05	0.0007238444423412205
0.0708583499307667	0.0006697846775556	6.826130843712646e-05	0.000649734982735613
0.0746487083681744	0.0005355865687994	5.470715815958173e-05	0.0005202434973778638
0.0784116671839313	0.0004357678227718	4.461508588750599e-05	0.00042208689545726954
0.0822011399390967	0.000354496980912	3.638574693602608e-05	0.00034551865792965277
0.0859890057224386	0.0002929969427554	3.0158223089743505e-05	0.00028552364387667066
0.0897795975811293	0.0002436396925273	2.5143517103311884e-05	0.00023791655845315922
0.0935767998910872	0.0002041460897735	2.1128411134587707e-05	0.00019971472107677637
0.0973641216622713	0.0001726798411101	1.792109890115298e-05	0.00016889976673500431
0.1011547257713066	0.0001455587607911	1.5159592304908757e-05	0.00014373522405828297
0.1049300224914573	0.0001242987023889	1.2986409062821011e-05	0.00012311713362193115
0.1087062549861473	0.0001068797548681	1.1207221531292449e-05	0.00010602133378146732
0.1124804906940824	9.299380441523524e-05	9.786621565696447e-06	9.176172168892889e-05
0.116251745455821	8.042065340144763e-05	8.4953708534936e-06	7.979563472220384e-05
0.1200324410234013	7.065871038746137e-05	7.490835545852319e-06	6.966434532577229e-05
0.1238189678136042	6.199266418263138e-05	6.600925053291148e-06	6.105147596631063e-05
0.1251944218262223	5.936561380226174e-05	6.055457908700234e-06	5.824871418202291e-05
0.127598904119337	5.516554769940176e-05	5.8935536576351e-06	5.371660395370158e-05
0.1313830697759113	4.739534013007267e-05	5.090867837780328e-06	4.742231457214526e-05
0.1328417208352734	4.570546930953563e-05	4.672581408853095e-06	4.523827722185829e-05
0.1351666647535151	4.235402295052897e-05	4.568763638105305e-06	4.200439396894495e-05
0.1405148214016775	3.55128525146504e-05	3.642260156244489e-06	3.5570611420499584e-05
0.1481867329585748	2.822177890945587e-05	2.9039951553332947e-06	2.829882244483679e-05
0.1558631166031415	2.257202583926097e-05	2.330742613960325e-06	2.2745908966235288e-05
0.1635708010271526	1.826023767436544e-05	1.8932853003548807e-06	1.8437983519256942e-05
0.1712438243320719	1.4955318189733417e-05	1.556725307722106e-06	1.5085673457737887e-05
0.1788976002462687	1.2313757076551852e-05	1.288297879043984e-06	1.2442013377434094e-05
0.1865855940392982	1.004232306116688e-05	1.0568287749215898e-06	1.0323042780298065e-05
0.1942530012060097	8.478390390576749e-06	8.947903122245413e-07	8.622478100423375e-06
0.2019416598243275	7.014465486157539e-06	7.453944302555943e-07	7.239341197865615e-06
0.2096152738810789	5.868580558767647e-06	6.277386563425612e-07	6.111662030696932e-06
0.2173126997702995	5.010696649101818e-06	5.390955102003947e-07	5.181507172141e-06
0.2203249194483838	4.660803888912471e-06	4.7198431635381546e-07	4.863202898824648e-06
0.2249816621284457	4.246589598622207e-06	4.5963022159526606e-07	4.4147591446664325e-06
0.2326496800728378	3.617563439746668e-06	3.944679289787384e-07	3.776606672255643e-06
0.240321055013703	3.0750939078715304e-06	3.380121305138824e-07	3.2424120162737e-06
0.2443399390638471	2.884840786275786e-06	2.932447838241002e-07	2.997558417388213e-06
0.268376033854425	1.8520051993968251e-06	1.891597220219573e-07	1.9074064294586184e-06
0.2924105523112976	1.2262662048510123e-06	1.259686571839187e-07	1.2450495562853727e-06
0.3164409520935923	8.233742508081046e-07	8.521809537334854e-08	8.294087353849642e-07
0.340494379172865	5.624137526131254e-07	5.877065530732369e-08	5.613874708827863e-07
0.350492178343365	4.851912823119563e-07	5.0378117178571854e-08	4.792459421425112e-07
0.3805579645638456	3.080365073695527e-07	3.24288757945299e-08	3.013656685355701e-07
0.4106010682327167	1.982019218470948e-07	2.1287616119399864e-08	1.9236545691938754e-07
0.4406427187536177	1.2829817176840845e-07	1.4276065483286211e-08	1.2420735085081733e-07
0.4706877269076232	8.251633234988822e-08	9.626948836961384e-09	8.093994090207504e-08
0.5007384144193835	5.463660017706984e-08	6.755893732685377e-09	5.315723329036585e-08
0.5307751641452528	3.631301334120616e-08	4.771894167487206e-09	3.517372675060183e-08
0.5507902283481234	2.689016176167912e-08	3.2325528569901047e-09	2.6823563002509003e-08
0.6008835139622559	1.3921137962246162e-08	1.91474441113742e-09	1.3847240438523325e-08
0.6509544732585384	6.596957406384789e-09	1.1633707519921815e-09	7.3907809927032466e-09
0.7010119362407442	4.387720428733786e-09	9.399377960849272e-10	4.142549359492924e-09
0.7510812162345917	2.0540896592461283e-09	5.621476210562014e-10	2.4793481564914743e-09
0.8011612188692553	6.788282437276221e-10	4.2201802857999886e-10	1.599883325276439e-09
0.851241804014662	1.7866873519234683e-10	3.724370740087722e-10	1.108212290355729e-09
